Park,Date,Year,Month,Temp
Yellowstone National Park,2009-10-13,2009,10,41.03
Yellowstone National Park,2009-10-16,2009,10,49.24
Yellowstone National Park,2009-10-19,2009,10,40.42
Yellowstone National Park,2009-10-22,2009,10,39.38
Yellowstone National Park,2009-10-25,2009,10,31.86
Yellowstone National Park,2009-10-28,2009,10,26.95
Yellowstone National Park,2009-10-31,2009,10,36.62
Yellowstone National Park,2009-11-03,2009,11,41.04
Yellowstone National Park,2009-11-06,2009,11,39.52
Yellowstone National Park,2009-11-09,2009,11,37.35
Yellowstone National Park,2009-11-12,2009,11,30.76
Yellowstone National Park,2009-11-15,2009,11,20.33
Yellowstone National Park,2009-11-18,2009,11,40.66
Yellowstone National Park,2009-11-21,2009,11,25.22
Yellowstone National Park,2009-11-24,2009,11,24.12
Yellowstone National Park,2009-11-27,2009,11,35.74
Yellowstone National Park,2009-11-30,2009,11,32.86
Yellowstone National Park,2009-12-03,2009,12,11.37
Yellowstone National Park,2009-12-06,2009,12,3.17
Yellowstone National Park,2009-12-09,2009,12,-3.3
Yellowstone National Park,2009-12-12,2009,12,21.19
Yellowstone National Park,2009-12-15,2009,12,25.37
Yellowstone National Park,2009-12-18,2009,12,24.29
Yellowstone National Park,2009-12-21,2009,12,28.92
Yellowstone National Park,2009-12-24,2009,12,10.16
Yellowstone National Park,2009-12-27,2009,12,20.98
Yellowstone National Park,2009-12-30,2009,12,19.42
Yellowstone National Park,2010-01-02,2010,1,28.6
Yellowstone National Park,2010-01-05,2010,1,25.54
Yellowstone National Park,2010-01-08,2010,1,17.4
Yellowstone National Park,2010-01-11,2010,1,31.01
Yellowstone National Park,2010-01-14,2010,1,28.62
Yellowstone National Park,2010-01-17,2010,1,34.9
Yellowstone National Park,2010-01-20,2010,1,25.03
Yellowstone National Park,2010-01-23,2010,1,23.53
Yellowstone National Park,2010-01-26,2010,1,25.33
Yellowstone National Park,2010-01-29,2010,1,32.84
Yellowstone National Park,2010-02-01,2010,2,25.24
Yellowstone National Park,2010-02-04,2010,2,26.67
Yellowstone National Park,2010-02-07,2010,2,30.7
Yellowstone National Park,2010-02-10,2010,2,21.82
Yellowstone National Park,2010-02-13,2010,2,30.37
Yellowstone National Park,2010-02-16,2010,2,30.66
Yellowstone National Park,2010-02-19,2010,2,21.88
Yellowstone National Park,2010-02-22,2010,2,25.83
Yellowstone National Park,2010-02-25,2010,2,29.75
Yellowstone National Park,2010-02-28,2010,2,42.51
Yellowstone National Park,2010-03-03,2010,3,34.71
Yellowstone National Park,2010-03-06,2010,3,42.85
Yellowstone National Park,2010-03-09,2010,3,40.26
Yellowstone National Park,2010-03-12,2010,3,39.64
Yellowstone National Park,2010-03-15,2010,3,46.03
Yellowstone National Park,2010-03-18,2010,3,34.33
Yellowstone National Park,2010-03-21,2010,3,44.33
Yellowstone National Park,2010-03-24,2010,3,39.2
Yellowstone National Park,2010-03-27,2010,3,37.38
Yellowstone National Park,2010-03-30,2010,3,32.02
Yellowstone National Park,2010-04-02,2010,4,27.06
Yellowstone National Park,2010-04-05,2010,4,34.62
Yellowstone National Park,2010-04-08,2010,4,39.7
Yellowstone National Park,2010-04-11,2010,4,49.06
Yellowstone National Park,2010-04-14,2010,4,41.0
Yellowstone National Park,2010-04-17,2010,4,47.96
Yellowstone National Park,2010-04-20,2010,4,60.78
Yellowstone National Park,2010-04-23,2010,4,46.63
Yellowstone National Park,2010-04-26,2010,4,45.1
Yellowstone National Park,2010-04-29,2010,4,27.87
Yellowstone National Park,2010-05-02,2010,5,37.63
Yellowstone National Park,2010-05-05,2010,5,34.12
Yellowstone National Park,2010-05-08,2010,5,44.53
Yellowstone National Park,2010-05-11,2010,5,40.76
Yellowstone National Park,2010-05-14,2010,5,52.77
Yellowstone National Park,2010-05-17,2010,5,62.69
Yellowstone National Park,2010-05-20,2010,5,44.92
Yellowstone National Park,2010-05-23,2010,5,45.65
Yellowstone National Park,2010-05-26,2010,5,56.52
Yellowstone National Park,2010-05-29,2010,5,38.92
Yellowstone National Park,2010-06-01,2010,6,47.78
Yellowstone National Park,2010-06-04,2010,6,46.76
Yellowstone National Park,2010-06-07,2010,6,45.55
Yellowstone National Park,2010-06-10,2010,6,53.46
Yellowstone National Park,2010-06-13,2010,6,53.22
Yellowstone National Park,2010-06-16,2010,6,59.48
Yellowstone National Park,2010-06-19,2010,6,64.59
Yellowstone National Park,2010-06-22,2010,6,56.98
Yellowstone National Park,2010-06-25,2010,6,65.02
Yellowstone National Park,2010-06-28,2010,6,75.59
Yellowstone National Park,2010-07-01,2010,7,72.69
Yellowstone National Park,2010-07-04,2010,7,60.04
Yellowstone National Park,2010-07-07,2010,7,64.84
Yellowstone National Park,2010-07-10,2010,7,67.58
Yellowstone National Park,2010-07-13,2010,7,64.76
Yellowstone National Park,2010-07-16,2010,7,79.03
Yellowstone National Park,2010-07-19,2010,7,70.12
Yellowstone National Park,2010-07-22,2010,7,68.28
Yellowstone National Park,2010-07-25,2010,7,78.51
Yellowstone National Park,2010-07-28,2010,7,75.27
Yellowstone National Park,2010-07-31,2010,7,73.78
Yellowstone National Park,2010-08-03,2010,8,72.88
Yellowstone National Park,2010-08-06,2010,8,72.81
Yellowstone National Park,2010-08-09,2010,8,62.89
Yellowstone National Park,2010-08-12,2010,8,57.55
Yellowstone National Park,2010-08-15,2010,8,70.24
Yellowstone National Park,2010-08-18,2010,8,74.18
Yellowstone National Park,2010-08-21,2010,8,77.83
Yellowstone National Park,2010-08-24,2010,8,69.08
Yellowstone National Park,2010-08-27,2010,8,69.5
Yellowstone National Park,2010-08-30,2010,8,45.27
Yellowstone National Park,2010-09-02,2010,9,60.48
Yellowstone National Park,2010-09-05,2010,9,57.45
Yellowstone National Park,2010-09-08,2010,9,60.32
Yellowstone National Park,2010-09-11,2010,9,54.36
Yellowstone National Park,2010-09-14,2010,9,63.32
Yellowstone National Park,2010-09-17,2010,9,67.13
Yellowstone National Park,2010-09-20,2010,9,54.19
Yellowstone National Park,2010-09-23,2010,9,55.94
Yellowstone National Park,2010-09-26,2010,9,72.02
Yellowstone National Park,2010-09-29,2010,9,70.81
Yellowstone National Park,2010-10-02,2010,10,73.68
Yellowstone National Park,2010-10-05,2010,10,55.65
Yellowstone National Park,2010-10-08,2010,10,39.54
Yellowstone National Park,2010-10-11,2010,10,48.65
Yellowstone National Park,2010-10-14,2010,10,60.01
Yellowstone National Park,2010-10-17,2010,10,50.15
Yellowstone National Park,2010-10-20,2010,10,59.07
Yellowstone National Park,2010-10-23,2010,10,46.2
Yellowstone National Park,2010-10-26,2010,10,27.44
Yellowstone National Park,2010-10-29,2010,10,44.09
Yellowstone National Park,2010-11-01,2010,11,36.3
Yellowstone National Park,2010-11-04,2010,11,50.66
Yellowstone National Park,2010-11-07,2010,11,47.49
Yellowstone National Park,2010-11-10,2010,11,24.89
Yellowstone National Park,2010-11-13,2010,11,24.05
Yellowstone National Park,2010-11-16,2010,11,30.48
Yellowstone National Park,2010-11-19,2010,11,30.74
Yellowstone National Park,2010-11-22,2010,11,17.15
Yellowstone National Park,2010-11-25,2010,11,2.56
Yellowstone National Park,2010-11-28,2010,11,25.29
Yellowstone National Park,2010-12-01,2010,12,22.45
Yellowstone National Park,2010-12-04,2010,12,26.24
Yellowstone National Park,2010-12-07,2010,12,29.67
Yellowstone National Park,2010-12-10,2010,12,27.82
Yellowstone National Park,2010-12-13,2010,12,33.6
Yellowstone National Park,2010-12-16,2010,12,17.78
Yellowstone National Park,2010-12-19,2010,12,26.9
Yellowstone National Park,2010-12-22,2010,12,29.17
Yellowstone National Park,2010-12-25,2010,12,28.82
Yellowstone National Park,2010-12-28,2010,12,23.72
Yellowstone National Park,2010-12-31,2010,12,3.95
Yellowstone National Park,2011-01-03,2011,1,16.55
Yellowstone National Park,2011-01-06,2011,1,25.15
Yellowstone National Park,2011-01-09,2011,1,12.36
Yellowstone National Park,2011-01-12,2011,1,19.45
Yellowstone National Park,2011-01-15,2011,1,29.01
Yellowstone National Park,2011-01-18,2011,1,25.42
Yellowstone National Park,2011-01-21,2011,1,21.57
Yellowstone National Park,2011-01-24,2011,1,23.67
Yellowstone National Park,2011-01-27,2011,1,27.37
Yellowstone National Park,2011-01-30,2011,1,33.03
Yellowstone National Park,2011-02-02,2011,2,19.14
Yellowstone National Park,2011-02-05,2011,2,26.01
Yellowstone National Park,2011-02-08,2011,2,15.26
Yellowstone National Park,2011-02-11,2011,2,23.04
Yellowstone National Park,2011-02-14,2011,2,39.99
Yellowstone National Park,2011-02-17,2011,2,16.59
Yellowstone National Park,2011-02-20,2011,2,19.32
Yellowstone National Park,2011-02-23,2011,2,16.22
Yellowstone National Park,2011-02-26,2011,2,14.98
Yellowstone National Park,2011-03-01,2011,3,34.24
Yellowstone National Park,2011-03-04,2011,3,27.74
Yellowstone National Park,2011-03-07,2011,3,34.15
Yellowstone National Park,2011-03-10,2011,3,43.64
Yellowstone National Park,2011-03-13,2011,3,35.01
Yellowstone National Park,2011-03-16,2011,3,31.42
Yellowstone National Park,2011-03-19,2011,3,34.8
Yellowstone National Park,2011-03-22,2011,3,29.44
Yellowstone National Park,2011-03-25,2011,3,30.83
Yellowstone National Park,2011-03-28,2011,3,31.11
Yellowstone National Park,2011-03-31,2011,3,40.03
Yellowstone National Park,2011-04-03,2011,4,29.07
Yellowstone National Park,2011-04-06,2011,4,30.33
Yellowstone National Park,2011-04-09,2011,4,35.78
Yellowstone National Park,2011-04-12,2011,4,40.8
Yellowstone National Park,2011-04-15,2011,4,35.13
Yellowstone National Park,2011-04-18,2011,4,35.31
Yellowstone National Park,2011-04-21,2011,4,37.01
Yellowstone National Park,2011-04-24,2011,4,43.95
Yellowstone National Park,2011-04-27,2011,4,35.98
Yellowstone National Park,2011-04-30,2011,4,36.31
Yellowstone National Park,2011-05-03,2011,5,41.42
Yellowstone National Park,2011-05-06,2011,5,45.69
Yellowstone National Park,2011-05-09,2011,5,39.87
Yellowstone National Park,2011-05-12,2011,5,56.66
Yellowstone National Park,2011-05-15,2011,5,54.56
Yellowstone National Park,2011-05-18,2011,5,47.41
Yellowstone National Park,2011-05-21,2011,5,48.21
Yellowstone National Park,2011-05-24,2011,5,39.13
Yellowstone National Park,2011-05-27,2011,5,38.83
Yellowstone National Park,2011-05-30,2011,5,37.96
Yellowstone National Park,2011-06-02,2011,6,42.42
Yellowstone National Park,2011-06-05,2011,6,68.17
Yellowstone National Park,2011-06-08,2011,6,51.8
Yellowstone National Park,2011-06-11,2011,6,54.6
Yellowstone National Park,2011-06-14,2011,6,54.65
Yellowstone National Park,2011-06-17,2011,6,46.11
Yellowstone National Park,2011-06-20,2011,6,52.64
Yellowstone National Park,2011-06-23,2011,6,68.25
Yellowstone National Park,2011-06-26,2011,6,57.21
Yellowstone National Park,2011-06-29,2011,6,72.29
Yellowstone National Park,2011-07-02,2011,7,71.41
Yellowstone National Park,2011-07-05,2011,7,74.7
Yellowstone National Park,2011-07-08,2011,7,66.49
Yellowstone National Park,2011-07-11,2011,7,72.98
Yellowstone National Park,2011-07-14,2011,7,68.31
Yellowstone National Park,2011-07-17,2011,7,78.58
Yellowstone National Park,2011-07-20,2011,7,63.42
Yellowstone National Park,2011-07-23,2011,7,68.76
Yellowstone National Park,2011-07-26,2011,7,70.72
Yellowstone National Park,2011-07-29,2011,7,72.91
Yellowstone National Park,2011-08-01,2011,8,60.7
Yellowstone National Park,2011-08-04,2011,8,69.93
Yellowstone National Park,2011-08-07,2011,8,69.67
Yellowstone National Park,2011-08-10,2011,8,68.01
Yellowstone National Park,2011-08-13,2011,8,75.2
Yellowstone National Park,2011-08-16,2011,8,66.44
Yellowstone National Park,2011-08-19,2011,8,71.24
Yellowstone National Park,2011-08-22,2011,8,77.86
Yellowstone National Park,2011-08-25,2011,8,75.98
Yellowstone National Park,2011-08-28,2011,8,73.83
Yellowstone National Park,2011-08-31,2011,8,70.32
Yellowstone National Park,2011-09-03,2011,9,64.53
Yellowstone National Park,2011-09-06,2011,9,66.69
Yellowstone National Park,2011-09-09,2011,9,70.29
Yellowstone National Park,2011-09-12,2011,9,66.44
Yellowstone National Park,2011-09-15,2011,9,64.26
Yellowstone National Park,2011-09-18,2011,9,53.44
Yellowstone National Park,2011-09-21,2011,9,62.59
Yellowstone National Park,2011-09-24,2011,9,74.37
Yellowstone National Park,2011-09-27,2011,9,67.1
Yellowstone National Park,2011-09-30,2011,9,72.14
Yellowstone National Park,2011-10-03,2011,10,64.94
Yellowstone National Park,2011-10-06,2011,10,35.14
Yellowstone National Park,2011-10-09,2011,10,41.66
Yellowstone National Park,2011-10-12,2011,10,41.82
Yellowstone National Park,2011-10-15,2011,10,51.01
Yellowstone National Park,2011-10-18,2011,10,46.38
Yellowstone National Park,2011-10-21,2011,10,46.94
Yellowstone National Park,2011-10-24,2011,10,48.43
Yellowstone National Park,2011-10-27,2011,10,35.34
Yellowstone National Park,2011-10-30,2011,10,44.17
Yellowstone National Park,2011-11-02,2011,11,31.31
Yellowstone National Park,2011-11-05,2011,11,20.21
Yellowstone National Park,2011-11-08,2011,11,22.28
Yellowstone National Park,2011-11-11,2011,11,35.72
Yellowstone National Park,2011-11-14,2011,11,26.92
Yellowstone National Park,2011-11-17,2011,11,29.71
Yellowstone National Park,2011-11-20,2011,11,23.03
Yellowstone National Park,2011-11-23,2011,11,38.19
Yellowstone National Park,2011-11-26,2011,11,24.67
Yellowstone National Park,2011-11-29,2011,11,31.51
Yellowstone National Park,2011-12-02,2011,12,20.14
Yellowstone National Park,2011-12-05,2011,12,11.35
Yellowstone National Park,2011-12-08,2011,12,21.22
Yellowstone National Park,2011-12-11,2011,12,25.03
Yellowstone National Park,2011-12-14,2011,12,21.8
Yellowstone National Park,2011-12-17,2011,12,28.16
Yellowstone National Park,2011-12-20,2011,12,27.54
Yellowstone National Park,2011-12-23,2011,12,18.42
Yellowstone National Park,2011-12-26,2011,12,25.46
Yellowstone National Park,2011-12-29,2011,12,30.88
Yellowstone National Park,2012-01-01,2012,1,21.89
Yellowstone National Park,2012-01-04,2012,1,35.19
Yellowstone National Park,2012-01-07,2012,1,24.97
Yellowstone National Park,2012-01-10,2012,1,24.86
Yellowstone National Park,2012-01-13,2012,1,22.98
Yellowstone National Park,2012-01-16,2012,1,10.54
Yellowstone National Park,2012-01-19,2012,1,28.42
Yellowstone National Park,2012-01-22,2012,1,19.12
Yellowstone National Park,2012-01-25,2012,1,27.99
Yellowstone National Park,2012-01-28,2012,1,17.37
Yellowstone National Park,2012-01-31,2012,1,26.19
Yellowstone National Park,2012-02-03,2012,2,30.0
Yellowstone National Park,2012-02-06,2012,2,30.86
Yellowstone National Park,2012-02-09,2012,2,29.12
Yellowstone National Park,2012-02-12,2012,2,33.51
Yellowstone National Park,2012-02-15,2012,2,26.23
Yellowstone National Park,2012-02-18,2012,2,26.27
Yellowstone National Park,2012-02-21,2012,2,25.93
Yellowstone National Park,2012-02-24,2012,2,23.87
Yellowstone National Park,2012-02-27,2012,2,27.8
Yellowstone National Park,2012-03-01,2012,3,18.91
Yellowstone National Park,2012-03-04,2012,3,33.6
Yellowstone National Park,2012-03-07,2012,3,27.64
Yellowstone National Park,2012-03-10,2012,3,48.48
Yellowstone National Park,2012-03-13,2012,3,39.93
Yellowstone National Park,2012-03-16,2012,3,35.9
Yellowstone National Park,2012-03-19,2012,3,27.28
Yellowstone National Park,2012-03-22,2012,3,50.62
Yellowstone National Park,2012-03-25,2012,3,56.07
Yellowstone National Park,2012-03-28,2012,3,38.41
Yellowstone National Park,2012-03-31,2012,3,53.29
Yellowstone National Park,2012-04-03,2012,4,47.07
Yellowstone National Park,2012-04-06,2012,4,26.5
Yellowstone National Park,2012-04-09,2012,4,56.83
Yellowstone National Park,2012-04-12,2012,4,38.36
Yellowstone National Park,2012-04-15,2012,4,38.59
Yellowstone National Park,2012-04-18,2012,4,36.98
Yellowstone National Park,2012-04-21,2012,4,57.38
Yellowstone National Park,2012-04-24,2012,4,60.72
Yellowstone National Park,2012-04-27,2012,4,32.38
Yellowstone National Park,2012-04-30,2012,4,43.43
Yellowstone National Park,2012-05-03,2012,5,49.15
Yellowstone National Park,2012-05-06,2012,5,42.05
Yellowstone National Park,2012-05-09,2012,5,61.62
Yellowstone National Park,2012-05-12,2012,5,55.21
Yellowstone National Park,2012-05-15,2012,5,69.83
Yellowstone National Park,2012-05-18,2012,5,43.45
Yellowstone National Park,2012-05-21,2012,5,66.93
Yellowstone National Park,2012-05-24,2012,5,37.7
Yellowstone National Park,2012-05-27,2012,5,35.55
Yellowstone National Park,2012-05-30,2012,5,50.97
Yellowstone National Park,2012-06-02,2012,6,64.55
Yellowstone National Park,2012-06-05,2012,6,67.81
Yellowstone National Park,2012-06-08,2012,6,59.23
Yellowstone National Park,2012-06-11,2012,6,55.51
Yellowstone National Park,2012-06-14,2012,6,59.49
Yellowstone National Park,2012-06-17,2012,6,67.37
Yellowstone National Park,2012-06-20,2012,6,57.66
Yellowstone National Park,2012-06-23,2012,6,77.29
Yellowstone National Park,2012-06-26,2012,6,65.38
Yellowstone National Park,2012-06-29,2012,6,74.1
Yellowstone National Park,2012-07-02,2012,7,76.11
Yellowstone National Park,2012-07-05,2012,7,62.74
Yellowstone National Park,2012-07-08,2012,7,73.68
Yellowstone National Park,2012-07-11,2012,7,71.32
Yellowstone National Park,2012-07-14,2012,7,65.08
Yellowstone National Park,2012-07-17,2012,7,69.4
Yellowstone National Park,2012-07-20,2012,7,74.8
Yellowstone National Park,2012-07-23,2012,7,74.11
Yellowstone National Park,2012-07-26,2012,7,74.62
Yellowstone National Park,2012-07-29,2012,7,77.89
Yellowstone National Park,2012-08-01,2012,8,75.04
Yellowstone National Park,2012-08-04,2012,8,72.34
Yellowstone National Park,2012-08-07,2012,8,76.59
Yellowstone National Park,2012-08-10,2012,8,67.02
Yellowstone National Park,2012-08-13,2012,8,77.66
Yellowstone National Park,2012-08-16,2012,8,73.51
Yellowstone National Park,2012-08-19,2012,8,72.52
Yellowstone National Park,2012-08-22,2012,8,71.08
Yellowstone National Park,2012-08-25,2012,8,68.8
Yellowstone National Park,2012-08-28,2012,8,79.69
Yellowstone National Park,2012-08-31,2012,8,64.45
Yellowstone National Park,2012-09-03,2012,9,65.29
Yellowstone National Park,2012-09-06,2012,9,60.36
Yellowstone National Park,2012-09-09,2012,9,71.45
Yellowstone National Park,2012-09-12,2012,9,57.4
Yellowstone National Park,2012-09-15,2012,9,69.82
Yellowstone National Park,2012-09-18,2012,9,65.22
Yellowstone National Park,2012-09-21,2012,9,70.71
Yellowstone National Park,2012-09-24,2012,9,58.23
Yellowstone National Park,2012-09-27,2012,9,62.61
Yellowstone National Park,2012-09-30,2012,9,61.84
Yellowstone National Park,2012-10-03,2012,10,39.55
Yellowstone National Park,2012-10-06,2012,10,41.44
Yellowstone National Park,2012-10-09,2012,10,47.95
Yellowstone National Park,2012-10-12,2012,10,61.16
Yellowstone National Park,2012-10-15,2012,10,46.44
Yellowstone National Park,2012-10-18,2012,10,44.54
Yellowstone National Park,2012-10-21,2012,10,42.22
Yellowstone National Park,2012-10-24,2012,10,29.2
Yellowstone National Park,2012-10-27,2012,10,27.8
Yellowstone National Park,2012-10-30,2012,10,47.4
Yellowstone National Park,2012-11-02,2012,11,40.24
Yellowstone National Park,2012-11-05,2012,11,45.35
Yellowstone National Park,2012-11-08,2012,11,40.7
Yellowstone National Park,2012-11-11,2012,11,12.68
Yellowstone National Park,2012-11-14,2012,11,29.49
Yellowstone National Park,2012-11-17,2012,11,34.2
Yellowstone National Park,2012-11-20,2012,11,35.76
Yellowstone National Park,2012-11-23,2012,11,32.84
Yellowstone National Park,2012-11-26,2012,11,22.55
Yellowstone National Park,2012-11-29,2012,11,34.27
Yellowstone National Park,2012-12-02,2012,12,33.99
Yellowstone National Park,2012-12-05,2012,12,33.4
Yellowstone National Park,2012-12-08,2012,12,13.52
Yellowstone National Park,2012-12-11,2012,12,23.65
Yellowstone National Park,2012-12-14,2012,12,31.75
Yellowstone National Park,2012-12-17,2012,12,26.98
Yellowstone National Park,2012-12-20,2012,12,16.69
Yellowstone National Park,2012-12-23,2012,12,21.94
Yellowstone National Park,2012-12-26,2012,12,18.1
Yellowstone National Park,2012-12-29,2012,12,18.0
Yellowstone National Park,2013-01-01,2013,1,13.59
Yellowstone National Park,2013-01-04,2013,1,22.61
Yellowstone National Park,2013-01-07,2013,1,18.25
Yellowstone National Park,2013-01-10,2013,1,29.42
Yellowstone National Park,2013-01-13,2013,1,3.45
Yellowstone National Park,2013-01-16,2013,1,18.84
Yellowstone National Park,2013-01-19,2013,1,24.03
Yellowstone National Park,2013-01-22,2013,1,29.82
Yellowstone National Park,2013-01-25,2013,1,32.29
Yellowstone National Park,2013-01-28,2013,1,17.96
Yellowstone National Park,2013-01-31,2013,1,25.69
Yellowstone National Park,2013-02-03,2013,2,29.67
Yellowstone National Park,2013-02-06,2013,2,26.2
Yellowstone National Park,2013-02-09,2013,2,28.13
Yellowstone National Park,2013-02-12,2013,2,19.72
Yellowstone National Park,2013-02-15,2013,2,27.41
Yellowstone National Park,2013-02-18,2013,2,23.49
Yellowstone National Park,2013-02-21,2013,2,23.67
Yellowstone National Park,2013-02-24,2013,2,25.98
Yellowstone National Park,2013-02-27,2013,2,21.96
Yellowstone National Park,2013-03-02,2013,3,36.35
Yellowstone National Park,2013-03-05,2013,3,30.07
Yellowstone National Park,2013-03-08,2013,3,35.24
Yellowstone National Park,2013-03-11,2013,3,33.28
Yellowstone National Park,2013-03-14,2013,3,50.32
Yellowstone National Park,2013-03-17,2013,3,22.87
Yellowstone National Park,2013-03-20,2013,3,32.72
Yellowstone National Park,2013-03-23,2013,3,19.32
Yellowstone National Park,2013-03-26,2013,3,37.43
Yellowstone National Park,2013-03-29,2013,3,44.93
Yellowstone National Park,2013-04-01,2013,4,52.42
Yellowstone National Park,2013-04-04,2013,4,50.44
Yellowstone National Park,2013-04-07,2013,4,35.03
Yellowstone National Park,2013-04-10,2013,4,39.22
Yellowstone National Park,2013-04-13,2013,4,32.7
Yellowstone National Park,2013-04-16,2013,4,24.9
Yellowstone National Park,2013-04-19,2013,4,33.57
Yellowstone National Park,2013-04-22,2013,4,24.97
Yellowstone National Park,2013-04-25,2013,4,47.5
Yellowstone National Park,2013-04-28,2013,4,46.76
Yellowstone National Park,2013-05-01,2013,5,33.17
Yellowstone National Park,2013-05-04,2013,5,45.36
Yellowstone National Park,2013-05-07,2013,5,58.87
Yellowstone National Park,2013-05-10,2013,5,58.92
Yellowstone National Park,2013-05-13,2013,5,68.16
Yellowstone National Park,2013-05-16,2013,5,52.78
Yellowstone National Park,2013-05-19,2013,5,41.0
Yellowstone National Park,2013-05-22,2013,5,59.81
Yellowstone National Park,2013-05-25,2013,5,58.05
Yellowstone National Park,2013-05-28,2013,5,47.93
Yellowstone National Park,2013-05-31,2013,5,47.34
Yellowstone National Park,2013-06-03,2013,6,48.31
Yellowstone National Park,2013-06-06,2013,6,65.23
Yellowstone National Park,2013-06-09,2013,6,70.56
Yellowstone National Park,2013-06-12,2013,6,58.54
Yellowstone National Park,2013-06-15,2013,6,63.03
Yellowstone National Park,2013-06-18,2013,6,72.3
Yellowstone National Park,2013-06-21,2013,6,55.17
Yellowstone National Park,2013-06-24,2013,6,67.12
Yellowstone National Park,2013-06-27,2013,6,75.22
Yellowstone National Park,2013-06-30,2013,6,76.73
Yellowstone National Park,2013-07-03,2013,7,80.39
Yellowstone National Park,2013-07-06,2013,7,67.49
Yellowstone National Park,2013-07-09,2013,7,74.38
Yellowstone National Park,2013-07-12,2013,7,68.36
Yellowstone National Park,2013-07-15,2013,7,76.47
Yellowstone National Park,2013-07-18,2013,7,76.88
Yellowstone National Park,2013-07-21,2013,7,77.22
Yellowstone National Park,2013-07-24,2013,7,77.67
Yellowstone National Park,2013-07-27,2013,7,65.66
Yellowstone National Park,2013-07-30,2013,7,72.47
Yellowstone National Park,2013-08-02,2013,8,66.97
Yellowstone National Park,2013-08-05,2013,8,76.9
Yellowstone National Park,2013-08-08,2013,8,74.14
Yellowstone National Park,2013-08-11,2013,8,73.95
Yellowstone National Park,2013-08-14,2013,8,73.83
Yellowstone National Park,2013-08-17,2013,8,80.18
Yellowstone National Park,2013-08-20,2013,8,78.72
Yellowstone National Park,2013-08-23,2013,8,70.65
Yellowstone National Park,2013-08-26,2013,8,68.16
Yellowstone National Park,2013-08-29,2013,8,69.29
Yellowstone National Park,2013-09-01,2013,9,77.08
Yellowstone National Park,2013-09-04,2013,9,70.48
Yellowstone National Park,2013-09-07,2013,9,68.72
Yellowstone National Park,2013-09-10,2013,9,67.83
Yellowstone National Park,2013-09-13,2013,9,63.56
Yellowstone National Park,2013-09-16,2013,9,66.78
Yellowstone National Park,2013-09-19,2013,9,47.26
Yellowstone National Park,2013-09-22,2013,9,55.69
Yellowstone National Park,2013-09-25,2013,9,37.17
Yellowstone National Park,2013-09-28,2013,9,39.12
Yellowstone National Park,2013-10-01,2013,10,47.62
Yellowstone National Park,2013-10-04,2013,10,33.76
Yellowstone National Park,2013-10-07,2013,10,55.72
Yellowstone National Park,2013-10-10,2013,10,48.39
Yellowstone National Park,2013-10-13,2013,10,37.53
Yellowstone National Park,2013-10-16,2013,10,36.36
Yellowstone National Park,2013-10-19,2013,10,42.41
Yellowstone National Park,2013-10-22,2013,10,52.26
Yellowstone National Park,2013-10-25,2013,10,54.9
Yellowstone National Park,2013-10-28,2013,10,37.18
Yellowstone National Park,2013-10-31,2013,10,29.72
Yellowstone National Park,2013-11-03,2013,11,23.35
Yellowstone National Park,2013-11-06,2013,11,27.89
Yellowstone National Park,2013-11-09,2013,11,36.24
Yellowstone National Park,2013-11-12,2013,11,47.41
Yellowstone National Park,2013-11-15,2013,11,24.81
Yellowstone National Park,2013-11-18,2013,11,36.18
Yellowstone National Park,2013-11-21,2013,11,20.34
Yellowstone National Park,2013-11-24,2013,11,32.28
Yellowstone National Park,2013-11-27,2013,11,39.16
Yellowstone National Park,2013-11-30,2013,11,30.43
Yellowstone National Park,2013-12-03,2013,12,5.27
Yellowstone National Park,2013-12-06,2013,12,-1.48
Yellowstone National Park,2013-12-09,2013,12,-1.41
Yellowstone National Park,2013-12-12,2013,12,25.91
Yellowstone National Park,2013-12-15,2013,12,25.13
Yellowstone National Park,2013-12-18,2013,12,33.57
Yellowstone National Park,2013-12-21,2013,12,19.16
Yellowstone National Park,2013-12-24,2013,12,22.67
Yellowstone National Park,2013-12-27,2013,12,32.63
Yellowstone National Park,2013-12-30,2013,12,22.48
Yellowstone National Park,2014-01-02,2014,1,23.6
Yellowstone National Park,2014-01-05,2014,1,5.77
Yellowstone National Park,2014-01-08,2014,1,24.8
Yellowstone National Park,2014-01-11,2014,1,32.24
Yellowstone National Park,2014-01-14,2014,1,27.07
Yellowstone National Park,2014-01-17,2014,1,29.77
Yellowstone National Park,2014-01-20,2014,1,32.75
Yellowstone National Park,2014-01-23,2014,1,28.84
Yellowstone National Park,2014-01-26,2014,1,23.52
Yellowstone National Park,2014-01-29,2014,1,24.16
Yellowstone National Park,2014-02-01,2014,2,14.88
Yellowstone National Park,2014-02-04,2014,2,3.48
Yellowstone National Park,2014-02-07,2014,2,18.1
Yellowstone National Park,2014-02-10,2014,2,26.41
Yellowstone National Park,2014-02-13,2014,2,30.94
Yellowstone National Park,2014-02-16,2014,2,31.97
Yellowstone National Park,2014-02-19,2014,2,25.17
Yellowstone National Park,2014-02-22,2014,2,17.93
Yellowstone National Park,2014-02-25,2014,2,27.5
Yellowstone National Park,2014-02-28,2014,2,31.89
Yellowstone National Park,2014-03-03,2014,3,32.26
Yellowstone National Park,2014-03-06,2014,3,34.33
Yellowstone National Park,2014-03-09,2014,3,38.94
