Park,Year,Month,Temp,Lat,Lng,Visits
Zion National Park,2014,1,48.984,37.29820220000001,-113.0263005,70862
Zion National Park,2014,2,47.62300000000001,37.29820220000001,-113.0263005,74625
Zion National Park,2014,3,52.718,37.29820220000001,-113.0263005,226424
Zion National Park,2014,4,57.047,37.29820220000001,-113.0263005,312381
Zion National Park,2014,5,67.26700000000001,37.29820220000001,-113.0263005,391969
Zion National Park,2014,6,80.725,37.29820220000001,-113.0263005,397753
Zion National Park,2014,7,83.98363636363636,37.29820220000001,-113.0263005,407153
Zion National Park,2014,8,76.638,37.29820220000001,-113.0263005,391973
Zion National Park,2014,9,76.07600000000002,37.29820220000001,-113.0263005,340855
Zion National Park,2014,10,67.456,37.29820220000001,-113.0263005,304108
Zion National Park,2014,11,52.05,37.29820220000001,-113.0263005,169607
Zion National Park,2014,12,41.82727272727273,37.29820220000001,-113.0263005,101986
Zion National Park,2015,1,46.459,37.29820220000001,-113.0263005,78318
Zion National Park,2015,2,52.63,37.29820220000001,-113.0263005,106314
Zion National Park,2015,3,57.29181818181817,37.29820220000001,-113.0263005,291118
Zion National Park,2015,4,59.26600000000001,37.29820220000001,-113.0263005,392417
Zion National Park,2015,5,61.078,37.29820220000001,-113.0263005,400048
Zion National Park,2015,6,81.725,37.29820220000001,-113.0263005,458546
Zion National Park,2015,7,80.11600000000001,37.29820220000001,-113.0263005,479538
Zion National Park,2015,8,81.63090909090909,37.29820220000001,-113.0263005,455487
Zion National Park,2015,9,77.905,37.29820220000001,-113.0263005,394201
Zion National Park,2015,10,63.574,37.29820220000001,-113.0263005,314966
Zion National Park,2015,11,46.557,37.29820220000001,-113.0263005,180390
Zion National Park,2015,12,37.61800000000001,37.29820220000001,-113.0263005,97503
Zion National Park,2016,1,39.77181818181818,37.29820220000001,-113.0263005,84145
Zion National Park,2016,2,52.24555555555556,37.29820220000001,-113.0263005,117510
Zion National Park,2016,3,54.51636363636363,37.29820220000001,-113.0263005,359920
Zion National Park,2016,4,56.66799999999999,37.29820220000001,-113.0263005,395768
Zion National Park,2016,5,64.77600000000001,37.29820220000001,-113.0263005,447976
Zion National Park,2016,6,84.21000000000002,37.29820220000001,-113.0263005,544890
Zion National Park,2016,7,85.49999999999999,37.29820220000001,-113.0263005,599961
Zion National Park,2016,8,77.82545454545453,37.29820220000001,-113.0263005,477507
Zion National Park,2016,9,71.92599999999999,37.29820220000001,-113.0263005,497825
Zion National Park,2016,10,64.92099999999999,37.29820220000001,-113.0263005,412916
Zion National Park,2016,11,54.268,37.29820220000001,-113.0263005,232271
Zion National Park,2016,12,40.819,37.29820220000001,-113.0263005,124438
Zion National Park,2017,1,37.9690909090909,37.29820220000001,-113.0263005,88561
Zion National Park,2017,2,45.50555555555556,37.29820220000001,-113.0263005,110569
Zion National Park,2017,3,58.74499999999999,37.29820220000001,-113.0263005,345476
Zion National Park,2017,4,57.19300000000001,37.29820220000001,-113.0263005,515652
Zion National Park,2017,5,66.78454545454545,37.29820220000001,-113.0263005,509017
Zion National Park,2017,6,83.309,37.29820220000001,-113.0263005,533252
Zion National Park,2017,7,85.52099999999999,37.29820220000001,-113.0263005,576349
Zion National Park,2017,8,82.09299999999998,37.29820220000001,-113.0263005,529684
Zion National Park,2017,9,72.595,37.29820220000001,-113.0263005,512940
Zion National Park,2017,10,66.89181818181817,37.29820220000001,-113.0263005,422377
Zion National Park,2017,11,57.50500000000001,37.29820220000001,-113.0263005,222069
Zion National Park,2017,12,48.038,37.29820220000001,-113.0263005,138866
Zion National Park,2018,1,46.54600000000001,37.29820220000001,-113.0263005,107960
Zion National Park,2018,2,44.132,37.29820220000001,-113.0263005,127790
Zion National Park,2018,3,50.60699999999999,37.29820220000001,-113.0263005,373523
Zion National Park,2018,4,62.51800000000001,37.29820220000001,-113.0263005,483487
Zion National Park,2018,5,69.571,37.29820220000001,-113.0263005,500118
Zion National Park,2018,6,82.37300000000002,37.29820220000001,-113.0263005,541464
Zion National Park,2018,7,86.08363636363634,37.29820220000001,-113.0263005,500350
Zion National Park,2018,8,82.84,37.29820220000001,-113.0263005,459415
Zion National Park,2018,9,78.09400000000002,37.29820220000001,-113.0263005,481507
Zion National Park,2018,10,56.22111111111111,37.29820220000001,-113.0263005,377826
Zion National Park,2018,11,50.36899999999999,37.29820220000001,-113.0263005,218799
Zion National Park,2018,12,39.346363636363634,37.29820220000001,-113.0263005,147794
